Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-21 00:00:00+01:00,1.1630746126174927,1.1716736555099487,1.1614941358566284,1.1630746126174927,0,0.0,0.0
2025-07-22 00:00:00+01:00,1.1694538593292236,1.174936294555664,1.1680059432983398,1.1694538593292236,0,0.0,0.0
2025-07-23 00:00:00+01:00,1.1739156246185303,1.1752538681030273,1.1712344884872437,1.1739156246185303,0,0.0,0.0
2025-07-24 00:00:00+01:00,1.1774264574050903,1.1787587404251099,1.1733232736587524,1.1774264574050903,0,0.0,0.0
2025-07-25 00:00:00+01:00,1.1756131649017334,1.1760693788528442,1.1707408428192139,1.1756131649017334,0,0.0,0.0
2025-07-28 00:00:00+01:00,1.1756821870803833,1.1770660877227783,1.1609952449798584,1.1756821870803833,0,0.0,0.0
2025-07-29 00:00:00+01:00,1.1596757173538208,1.160092830657959,1.1519941091537476,1.1596757173538208,0,0.0,0.0
2025-07-30 00:00:00+01:00,1.1550945043563843,1.157273530960083,1.1459347009658813,1.1550945043563843,0,0.0,0.0
2025-07-31 00:00:00+01:00,1.1429355144500732,1.1460267305374146,1.1406540870666504,1.1429355144500732,0,0.0,0.0
2025-08-01 00:00:00+01:00,1.142374038696289,1.1582921743392944,1.1394582986831665,1.142374038696289,0,0.0,0.0
2025-08-04 00:00:00+01:00,1.158668041229248,1.1588828563690186,1.1550945043563843,1.158668041229248,0,0.0,0.0
2025-08-05 00:00:00+01:00,1.1584129333496094,1.158815622329712,1.1530035734176636,1.1584129333496094,0,0.0,0.0
2025-08-06 00:00:00+01:00,1.1579166650772095,1.164646029472351,1.156510591506958,1.1579166650772095,0,0.0,0.0
2025-08-07 00:00:00+01:00,1.1663167476654053,1.1695358753204346,1.1614266633987427,1.1663167476654053,0,0.0,0.0
2025-08-08 00:00:00+01:00,1.1676650047302246,1.167924165725708,1.1630746126174927,1.1676650047302246,0,0.0,0.0
2025-08-11 00:00:00+01:00,1.1647952795028687,1.1676785945892334,1.1591111421585083,1.1647952795028687,0,0.0,0.0
2025-08-12 00:00:00+01:00,1.1618449687957764,1.1694538593292236,1.1599314212799072,1.1618449687957764,0,0.0,0.0
2025-08-13 00:00:00+01:00,1.1677058935165405,1.1730618476867676,1.1671879291534424,1.1677058935165405,0,0.0,0.0
2025-08-14 00:00:00+01:00,1.171289324760437,1.1715638637542725,1.1638462543487549,1.171289324760437,0,0.0,0.0
2025-08-15 00:00:00+01:00,1.1651345491409302,1.171522617340088,1.1647816896438599,1.1651345491409302,0,0.0,0.0
2025-08-18 00:00:00+01:00,1.1706587076187134,1.1710972785949707,1.166167140007019,1.1706587076187134,0,0.0,0.0
2025-08-19 00:00:00+01:00,1.1668338775634766,1.169344425201416,1.1641037464141846,1.1668338775634766,0,0.0,0.0
2025-08-20 00:00:00+01:00,1.164252758026123,1.1672561168670654,1.1623852252960205,1.164252758026123,0,0.0,0.0
2025-08-21 00:00:00+01:00,1.1657729148864746,1.1665889024734497,1.1606314182281494,1.161170482635498,0,0.0,0.0
